"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit"
"68355089","73244858","24700","24700","24700"," 36 months"," 11.99%","820.28","C","C1","Engineer","10+ years","MORTGAGE","65000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68355089","","small_business","Business","577xx","SD","16.06","1","Dec-1999","715","719","4","6","","22","0","21470","19.2%","38","w","0.00","0.00","25679.66","25679.66","24700.00","979.66","0.0","0.0","0.0","Jun-2016","926.35","","May-2016","714","710","0","","1","INDIVIDUAL","","","","0","0","204396","1","1","0","1","19","18005","73","2","3","6472","29","111800","0","0","6","4","9733","57830","27.1","0","0","113","192","2","2","4","2","","0","6","0","5","5","13","17","6","20","27","5","22","0","0","0","2","97.4","7.7","0","0","314017","39475","79300","24667"
"68476702","73366548","28000","28000","28000"," 36 months"," 13.44%","949.38","C","C3","Director of Product Development ","2 years","OWN","125000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68476702","","debt_consolidation","Debt consolidation","100xx","NY","7.49","0","May-2000","695","699","0","","","6","0","22780","63.1%","22","w","20601.32","20601.32","10390.91","10390.91","7398.68","2992.23","0.0","0.0","0.0","Dec-2016","949.38","Jan-2017","Dec-2016","779","775","0","","1","INDIVIDUAL","","","","0","0","22780","0","0","0","0","64","0","","0","1","6881","63","36100","0","0","1","1","3797","10607","63.4","0","0","113","187","22","22","0","22","","10","","0","4","4","5","10","3","6","19","5","6","0","0","0","0","100","40","0","0","36100","22780","29000","0"
"68354783","73244544","9600","9600","9600"," 36 months","  7.49%","298.58","A","A4","tech","8 years","MORTGAGE","60000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68354783","","credit_card","Credit card refinancing","299xx","SC","22.44","0","Jun-1996","695","699","0","","","7","0","7722","59.4%","9","w","6891.26","6891.26","3274.39","3274.39","2708.74","565.65","0.0","0.0","0.0","Dec-2016","298.58","Jan-2017","Dec-2016","794","790","0","","1","INDIVIDUAL","","","","0","0","55387","0","3","0","0","47","47665","43","2","2","4744","50","13000","0","0","2","2","7912","4778","61.8","0","0","234","91","9","9","0","11","","9","","0","3","3","3","3","5","4","4","3","7","0","0","0","2","100","66.7","0","0","88635","55387","12500","75635"
"68394562","73284337","30000","30000","30000"," 36 months"," 15.77%","1051.31","D","D1","Vice-President","2 years","MORTGAGE","175000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68394562","","home_improvement","Home improvement","430xx","OH","18.5","0","Aug-1997","725","729","1","61","","9","0","21831","50.3%","23","w","0.00","0.00","33903.7657387675","33903.77","30000.00","3903.77","0.0","0.0","0.0","Dec-2016","23456.38","","Dec-2016","764","760","0","","1","INDIVIDUAL","","","","0","0","408118","2","4","2","4","6","130740","84","0","1","12141","71","43400","4","3","3","7","51015","21569","50.3","0","0","118","220","16","6","3","16","","0","61","0","2","2","3","7","9","4","11","2","9","0","0","0","3","95.7","33.3","0","0","447599","152571","43400","146568"
"68466066","73355870","20200","20200","20200"," 60 months"," 18.49%","518.35","D","D5","Manager","4 years","RENT","60000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68466066","","debt_consolidation","Debt consolidation","958xx","CA","34.84","0","Jun-2004","720","724","0","","86","10","1","8284","40.6%","16","w","17738.00","17738.00","5649.98","5649.98","2462.00","3187.98","0.0","0.0","0.0","Dec-2016","518.35","Jan-2017","Dec-2016","714","710","0","","1","INDIVIDUAL","","","","0","0","43224","0","4","2","3","7","34940","54","2","3","8284","51","20400","2","2","1","6","4322","9516","46.5","0","0","138","74","7","7","0","16","","9","","0","1","1","4","6","7","6","9","1","10","0","0","0","4","100","25","1","0","84627","43224","17800","64227"
"68584507","73474258","16000","16000","16000"," 60 months"," 13.44%","367.67","C","C3","Merchandise Manager","1 year","RENT","42000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68584507","","credit_card","Credit card refinancing","019xx","MA","9.6","0","Apr-2002","670","674","0","","","29","0","11834","44.8%","48","w","13806.74","13806.74","4014.5","4014.50","2193.26","1821.24","0.0","0.0","0.0","Dec-2016","367.67","Jan-2017","Dec-2016","684","680","0","","1","INDIVIDUAL","","","","0","0","83690","0","15","0","0","52","71856","118","0","1","1846","96","26400","0","0","0","1","2886","14203","40.6","0","0","164","120","16","16","0","16","","","","0","7","8","13","20","25","14","23","8","29","0","0","0","0","97.9","30.8","0","0","87509","83690","23900","61109"
"68506862","73396689","20000","20000","20000"," 60 months"," 13.99%","465.27","C","C4","Facilities Coordinator","10+ years","OWN","70000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68506862","","debt_consolidation","Debt consolidation","210xx","MD","16.9","0","Jun-2001","680","684","0","33","","20","0","31200","42%","35","w","17298.43","17298.43","5092.75","5092.75","2701.57","2391.18","0.0","0.0","0.0","Dec-2016","478.91","Jan-2017","Dec-2016","649","645","0","69","1","INDIVIDUAL","","","","0","0","34856","2","1","0","0","43","3656","37","2","3","4367","41","74200","0","1","0","3","1835","18527","44","0","0","46","174","5","5","0","6","","13","","1","6","11","9","19","2","19","32","11","20","0","0","0","2","94.3","44.4","0","0","84200","34856","33100","10000"
"68446784","73336607","12000","12000","12000"," 36 months"," 10.78%","391.62","B","B4","Salesman","3 years","RENT","40000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68446784","","credit_card","Credit card refinancing","070xx","NJ","31.95","3","May-2008","665","669","0","9","","16","0","11008","41.4%","22","w","8575.25","8575.25","4437.03","4437.03","3424.75","1012.28","0.0","0.0","0.0","Dec-2016","395.0","Jan-2017","Dec-2016","729","725","0","","1","INDIVIDUAL","","","","0","230","31915","0","2","1","1","12","20907","64","1","2","3058","54","26600","2","0","4","3","2128","10671","49.7","0","0","64","91","10","10","0","10","9","2","9","0","7","8","10","11","3","14","19","8","16","0","0","0","2","90.5","20","0","0","59420","31915","21200","32820"
"68446769","73336592","7000","7000","7000"," 36 months","  7.49%","217.72","A","A4","Carrier","10+ years","MORTGAGE","59000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68446769","","credit_card","Credit card refinancing","215xx","MD","13.06","1","Oct-1996","730","734","1","23","","10","0","10467","24.2%","34","w","4838.46","4838.46","2590.79","2590.79","2161.54","429.25","0.0","0.0","0.0","Dec-2016","217.72","Jan-2017","Dec-2016","769","765","0","","1","INDIVIDUAL","","","","0","0","55222","0","1","0","0","45","5337","26","1","2","6987","25","43200","0","2","2","2","6136","26118","26","0","0","124","223","10","10","3","34","","1","","0","2","4","4","5","14","8","17","4","10","0","0","0","1","97.1","0","0","0","115502","15804","35300","20402"
"68547679","73437541","18500","18500","18500"," 60 months"," 12.88%","419.8","C","C2","Supply Chain Coord.","10+ years","MORTGAGE","70000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68547679","","debt_consolidation","Debt consolidation","752xx","TX","13.2","0","Jun-2002","675","679","1","45","","9","0","15883","57.8%","19","w","15931.53","15931.53","4584.71","4584.71","2568.47","2016.24","0.0","0.0","0.0","Dec-2016","419.8","Jan-2017","Dec-2016","724","720","0","86","1","INDIVIDUAL","","","","0","0","123863","1","2","1","2","11","12681","71","2","3","5431","63","27500","0","0","2","5","13763","11617","57.8","0","0","154","162","3","3","2","3","86","2","86","1","6","6","6","11","4","6","13","6","9","0","0","0","3","89.5","16.7","0","0","143748","28564","27500","17944"
"68537564","73427399","8000","8000","8000"," 36 months"," 10.78%","261.08","B","B4","Counselor","< 1 year","MORTGAGE","45000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68537564","","debt_consolidation","Debt consolidation","482xx","MI","21.23","0","Jan-1998","670","674","0","34","","28","0","11141","35.5%","69","w","5822.60","5822.60","2859.9","2859.90","2177.40","682.50","0.0","0.0","0.0","Dec-2016","261.08","Jan-2017","Dec-2016","684","680","0","61","1","INDIVIDUAL","","","","0","0","148154","2","2","0","1","13","136887","86","4","6","1984","49","31400","2","2","0","7","5926","1188","79.5","0","0","147","215","4","4","2","13","","13","34","1","3","11","3","6","21","25","45","12","27","0","0","0","4","97.1","100","0","0","168819","148154","5800","136996"
"68466924","73356761","21875","21875","21875"," 36 months"," 11.99%","726.46","C","C1","Wire Technician","< 1 year","RENT","47590","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68466924","","credit_card","Credit card refinancing","347xx","FL","17.76","0","Apr-2001","700","704","0","","","9","0","24882","57.1%","14","w","16000.54","16000.54","7954.63","7954.63","5874.46","2080.17","0.0","0.0","0.0","Dec-2016","726.46","Jan-2017","Dec-2016","749","745","0","","1","INDIVIDUAL","","","","0","0","40976","1","1","0","0","55","16094","49","1","2","11556","54","43600","0","1","0","2","5122","10318","70.7","0","0","140","176","6","6","0","6","","","","0","5","5","5","5","3","8","11","5","9","0","0","0","1","100","60","0","0","76326","40976","35200","32726"
"68533595","73423325","12000","12000","12000"," 36 months"," 10.78%","391.62","B","B4","Public Affairs Specialist ","1 year","RENT","98000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68533595","","debt_consolidation","Debt consolidation","993xx","WA","24.04","0","Feb-2002","690","694","0","33","61","15","1","20462","62.8%","39","w","8733.90","8733.90","4289.85","4289.85","3266.10","1023.75","0.0","0.0","0.0","Dec-2016","391.62","Jan-2017","Dec-2016","754","750","0","69","1","INDIVIDUAL","","","","0","5930","374585","0","4","1","3","9","82819","66","1","2","12597","65","32600","1","1","0","5","26756","3884","83.9","0","0","147","166","9","9","8","9","69","15","69","4","3","5","3","6","17","8","14","5","15","0","0","0","2","87.2","66.7","0","0","478544","103281","24100","120544"
"68376533","73266349","18000","18000","18000"," 36 months","  7.49%","559.83","A","A4","Systems Support Engineer","5 years","MORTGAGE","75000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68376533","","debt_consolidation","Debt consolidation","030xx","NH","25.65","0","Mar-2001","715","719","1","46","","12","0","7758","33.2%","47","w","12442.02","12442.02","6659.06","6659.06","5557.98","1101.08","0.0","0.0","0.0","Dec-2016","559.83","Jan-2017","Dec-2016","714","710","0","","1","INDIVIDUAL","","","","0","0","304914","3","6","2","3","6","94902","76","2","3","4829","65","23400","1","3","3","7","25410","12642","38","0","0","177","175","6","6","1","6","46","6","46","0","2","2","4","15","24","5","21","2","12","0","0","0","5","97.8","50","0","0","335119","102660","20400","107522"
"68466961","73356799","28000","28000","28000"," 36 months","  6.49%","858.05","A","A2","Senior Manager","10+ years","MORTGAGE","92000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68466961","","debt_consolidation","Debt consolidation","275xx","NC","21.6","0","May-1984","720","724","0","42","","16","0","51507","64.5%","24","w","20013.58","20013.58","9413.31","9413.31","7986.42","1426.89","0.0","0.0","0.0","Dec-2016","858.05","Jan-2017","Dec-2016","774","770","0","","1","INDIVIDUAL","","","","0","0","221110","0","2","0","0","27","23413","55","0","1","8752","61","79900","0","1","0","1","13819","16623","59.9","0","0","82","379","19","19","2","19","48","","42","0","7","9","9","11","4","13","18","9","16","0","0","0","0","91.7","22.2","0","0","304003","74920","41500","42503"
"68426865","73316695","20000","20000","20000"," 36 months"," 14.85%","691.84","C","C5","GM","6 years","RENT","110000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68426865","","credit_card","Credit card refinancing","606xx","IL","12.45","0","Jun-2007","690","694","0","","","8","0","21374","84.5%","12","w","14798.32","14798.32","7568.99","7568.99","5201.68","2367.31","0.0","0.0","0.0","Dec-2016","691.84","Jan-2017","Dec-2016","709","705","0","","1","INDIVIDUAL","","","","0","0","37491","0","1","1","1","10","16016","80","0","1","14981","82","25300","1","0","1","3","5356","523","97.6","0","0","10","102","16","10","0","16","","9","","0","3","4","3","5","1","6","10","4","8","0","0","0","1","100","100","0","0","45509","37491","21500","20000"
"68587652","73477494","25000","25000","25000"," 36 months","  5.32%","752.87","A","A1","Director","1 year","MORTGAGE","150000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68587652","","credit_card","Credit card refinancing","054xx","VT","9.54","0","Feb-1996","795","799","0","","","7","0","19339","42.5%","18","w","17104.90","17104.90","8964.24","8964.24","7895.10","1069.14","0.0","0.0","0.0","Dec-2016","752.87","Jan-2017","Dec-2016","789","785","0","","1","INDIVIDUAL","","","","0","0","430856","1","2","0","0","28","25447","6","1","1","19339","34","45500","0","7","0","1","61551","24661","44","0","0","166","238","4","4","7","73","","","","0","1","1","3","3","4","4","7","1","7","0","0","0","1","100","0","0","0","512381","44786","44000","51081"
"68537655","73427491","16800","16800","16800"," 60 months"," 12.88%","381.23","C","C2","CEO","10+ years","MORTGAGE","118000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68537655","","debt_consolidation","Debt consolidation","636xx","MO","34.29","0","Jun-1997","680","684","0","35","57","11","1","7849","24.1%","46","w","14467.48","14467.48","4163.48","4163.48","2332.52","1830.96","0.0","0.0","0.0","Dec-2016","381.23","Jan-2017","Dec-2016","754","750","0","67","1","INDIVIDUAL","","","","0","0","314793","0","4","0","4","13","67959","67","1","1","4746","53","32600","2","8","1","6","28618","4751","62.3","0","0","126","222","11","11","4","11","66","11","66","12","3","3","4","22","12","5","28","3","11","0","0","0","1","64.4","25","0","0","412771","75808","12600","115941"
"68475450","73365245","35000","35000","35000"," 60 months"," 12.88%","794.21","C","C2","Lieutenant ","7 years","MORTGAGE","106000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68475450","","debt_consolidation","Debt consolidation","351xx","AL","17.36","0","Apr-2002","730","734","0","","","8","0","39055","72.1%","27","w","30140.81","30140.81","8673.7","8673.70","4859.19","3814.51","0.0","0.0","0.0","Dec-2016","794.21","Jan-2017","Dec-2016","699","695","0","","1","INDIVIDUAL","","","","0","0","299890","0","3","0","0","35","16012","43","0","0","9701","60","54200","0","4","0","0","37486","12875","67.2","0","0","135","164","38","35","4","38","","","","0","3","4","3","6","13","4","10","4","8","0","0","0","0","100","0","0","0","366974","55067","39200","36981"
"68357012","73246847","15000","15000","15000"," 36 months","  8.49%","473.45","B","B1","Senior Associate","6 years","MORTGAGE","110000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68357012","","credit_card","Credit card refinancing","085xx","NJ","13.24","0","Dec-2002","670","674","0","","71","16","1","19029","41.4%","33","w","0.00","0.00","15657.93","15657.93","15000.00","657.93","0.0","0.0","0.0","Jul-2016","13308.37","","Jul-2016","684","680","0","","1","INDIVIDUAL","","","","0","0","327836","0","2","0","1","14","8820","42","3","5","10538","42","46000","2","0","3","7","20490","10457","62.9","0","0","142","150","7","7","4","18","","11","","0","5","8","5","10","3","13","24","8","16","0","0","0","4","100","20","1","0","369112","27849","28200","21124"
"68367006","73256858","11000","11000","11000"," 36 months","  6.49%","337.09","A","A2","material handler lead","10+ years","MORTGAGE","85000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68367006","","credit_card","Credit card refinancing","016xx","MA","15","0","Apr-2005","755","759","0","","","12","0","9488","20.1%","31","w","0.00","0.00","11513.41","11513.41","11000.00","513.41","0.0","0.0","0.0","Oct-2016","8826.61","","Oct-2016","764","760","0","","1","INDIVIDUAL","","","","0","0","32193","0","2","0","1","17","22705","52","0","2","3906","35","47300","1","2","2","3","2927","13312","41.6","0","0","128","121","18","17","0","45","","0","","0","3","3","5","10","8","10","21","3","12","0","0","0","0","100","0","0","0","90996","32193","22800","43696"
"67715283","72569997","16000","16000","16000"," 36 months"," 12.88%","538.18","C","C2","Owner, Fee Appraiser ","10+ years","MORTGAGE","65000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=67715283","","small_business","Business","354xx","AL","18.96","0","Dec-1985","675","679","0","33","66","7","1","5157","54.3%","20","w","11745.64","11745.64","5891.36","5891.36","4254.36","1637.00","0.0","0.0","0.0","Dec-2016","538.18","Jan-2017","Dec-2016","694","690","0","55","1","INDIVIDUAL","","","","0","1830","39781","2","2","0","0","27","34624","68","2","2","739","64","9500","0","5","0","2","5683","3684","21.6","0","0","256","360","1","1","0","1","33","14","33","1","3","5","3","3","12","5","7","5","7","0","0","0","2","80","0","0","1","80999","39781","4700","71499"
"68082535","72950258","7200","7200","7200"," 36 months","  9.17%","229.53","B","B2","Site lead","10+ years","MORTGAGE","50000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68082535","","debt_consolidation","Debt consolidation","015xx","MA","19.25","0","Aug-1987","675","679","0","70","","13","0","9051","47.6%","25","w","0.00","0.00","7598.05","7598.05","7200.00","398.05","0.0","0.0","0.0","Aug-2016","6206.89","","Dec-2016","679","675","0","","1","INDIVIDUAL","","","","0","0","218695","0","2","0","2","14","18276","74","2","4","3281","63","19000","1","3","2","8","19881","9949","47.6","0","0","120","137","11","9","3","11","","10","","0","6","6","8","13","7","9","14","6","13","0","0","0","3","96","37.5","0","0","236795","27327","19000","24744"
"68617057","73519894","15000","15000","15000"," 60 months"," 10.78%","324.5","B","B4","Senior Buyer","10+ years","MORTGAGE","65000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68617057","","debt_consolidation","Debt consolidation","350xx","AL","29.28","0","Aug-2001","720","724","0","","","18","0","24723","69.8%","32","w","12816.43","12816.43","3547.04","3547.04","2183.57","1363.47","0.0","0.0","0.0","Dec-2016","324.5","Jan-2017","Dec-2016","719","715","0","","1","INDIVIDUAL","","","","0","0","224194","0","7","1","1","10","71557","81","1","2","8415","76","35400","0","1","1","3","12455","4286","84.9","0","0","172","171","12","10","1","12","","10","","0","6","7","7","12","14","10","17","7","18","0","0","0","2","100","71.4","0","0","256635","96280","28400","83810"
"68476668","73366513","20000","20000","20000"," 36 months","  9.17%","637.58","B","B2","Vice President of Recruiting Operations","10+ years","MORTGAGE","180000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68476668","","debt_consolidation","Debt consolidation","550xx","MN","14.67","0","Jun-1990","680","684","0","49","","12","0","87329","84.5%","27","f","0.00","0.00","21393.800000011","21393.80","20000.00","1393.80","0.0","0.0","0.0","Nov-2016","15681.05","","Nov-2016","674","670","0","","1","INDIVIDUAL","","","","0","0","360358","0","2","0","2","18","29433","63","2","3","13048","74","94200","1","0","1","6","30030","0","102.9","0","0","142","306","10","10","4","12","","10","","0","4","6","4","5","7","9","16","6","12","0","0","0","2","96.3","100","0","0","388852","116762","31500","46452"
"68566856","73456693","28800","28800","28800"," 60 months"," 11.99%","640.5","C","C1","Office Manager","10+ years","OWN","60000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68566856","","debt_consolidation","Debt consolidation","331xx","FL","18.01","0","Feb-1989","800","804","0","","","21","0","18421","10.5%","37","w","24720.09","24720.09","6997.54","6997.54","4079.91","2917.63","0.0","0.0","0.0","Dec-2016","640.5","Jan-2017","Dec-2016","829","825","0","","1","INDIVIDUAL","","","","0","0","41270","2","1","1","1","8","22849","91","3","7","7303","21","175800","1","0","2","8","2428","141793","11.2","0","0","94","322","5","5","2","11","","8","","0","8","10","13","20","3","20","31","10","21","0","0","0","4","100","0","0","0","200980","41270","159700","25180"
"68537594","73427429","5000","5000","5000"," 36 months","  7.91%","156.48","A","A5","Property Manager","6 years","RENT","32000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68537594","","credit_card","Credit card refinancing","434xx","OH","13.73","0","Feb-2012","685","689","0","","50","7","1","5552","41.1%","10","w","3595.58","3595.58","1715.79","1715.79","1404.42","311.37","0.0","0.0","0.0","Dec-2016","156.48","Jan-2017","Dec-2016","709","705","0","","1","INDIVIDUAL","","","","0","0","11665","0","1","0","1","13","6113","75","0","4","2361","54","13500","1","1","1","5","1666","5787","42.7","0","0","13","46","16","13","0","17","","11","","0","4","5","4","5","1","6","9","5","7","0","0","0","0","100","0","1","0","21690","11665","10100","8190"
"68466922","73356759","17925","17925","17925"," 60 months"," 17.27%","448.09","D","D3","IT Help Desk Support ","10+ years","OWN","39000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68466922","","debt_consolidation","Debt consolidation","432xx","OH","27.78","0","Sep-2002","720","724","1","","","10","0","19614","76%","21","w","15676.51","15676.51","4885.99","4885.99","2248.49","2637.50","0.0","0.0","0.0","Dec-2016","448.09","Jan-2017","Dec-2016","734","730","0","","1","INDIVIDUAL","","","","0","0","102008","0","2","0","1","23","19930","76","0","3","5426","76","25800","1","6","1","4","10201","2618","78.9","0","0","136","156","21","21","4","21","","6","","0","2","5","3","5","5","7","12","7","10","0","0","0","0","100","66.7","0","0","122214","39544","12400","26199"
"68466995","73356835","10000","10000","10000"," 36 months","  7.91%","312.95","A","A5","Teacher","2 years","RENT","40100","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68466995","","credit_card","Credit card refinancing","453xx","OH","10.81","0","Oct-1998","680","684","1","","","4","0","6664","45%","7","w","7191.28","7191.28","3431.46","3431.46","2808.72","622.74","0.0","0.0","0.0","Dec-2016","312.95","Jan-2017","Dec-2016","724","720","0","","1","INDIVIDUAL","","","","0","1036","27354","1","1","0","0","76","20690","101","1","2","5037","78","14800","0","0","1","2","6839","6420","50.6","0","0","124","206","1","1","0","24","","1","","0","2","3","2","2","3","3","4","3","4","0","0","0","1","100","0","0","0","35247","27354","13000","20447"
"68436934","73326772","23975","23975","23975"," 60 months"," 19.89%","633.73","E","E3","Principal","10+ years","RENT","70000","Not Verified","Dec-2015","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68436934","","credit_card","Credit card refinancing","220xx","VA","33.2","0","Jun-1995","685","689","1","","","10","0","44807","94.9%","19","w","0.00","0.00","3928.86","3928.86","1478.13","2450.73","0.0","0.0","0.0","Jul-2016","633.73","","Dec-2016","499","0","0","","1","INDIVIDUAL","","","","0","0","57655","1","1","0","1","24","6234","30","1","1","9973","77","47200","0","0","1","2","6406","1249","97.2","0","0","24","240","4","4","3","52","","4","","0","5","7","6","7","1","8","14","7","10","0","0","0","1","100","100","0","0","74779","57655","44400","20800"
"68476676","73366521","20000","20000","20000"," 36 months"," 15.77%","700.88","D","D1","Clinical Intake","5 years","RENT","70000","Not Verified","Dec-2015","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68476676","","house","Home buying","331xx","FL","22.21","0","Jul-2004","680","684","0","38","","24","0","19077","36.6%","63","w","0.00","0.00","21780.5867830477","21780.59","20000.00","1780.59","0.0","0.0","0.0","Dec-2016","2815.6","","Dec-2016","664","660","0","38","1","INDIVIDUAL","","","","0","264","63456","2","3","0","0","47","44379","84","6","9","2957","61","52100","0","0","3","9","2759","12279","48","0","0","131","137","2","2","1","2","","9","","5","8","17","9","9","39","21","23","17","24","0","0","0","6","92.1","0","0","0","104696","63456","23600","52596"
"68506885","73396712","10000","10000","10000"," 60 months"," 11.99%","222.4","C","C1","CARDIOVASCULAR TECH","10+ years","RENT","42500","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68506885","","debt_consolidation","Debt consolidation","460xx","IN","31.04","0","Dec-1998","705","709","1","","","10","0","5812","40.9%","23","w","8583.32","8583.32","2429.75","2429.75","1416.68","1013.07","0.0","0.0","0.0","Dec-2016","222.4","Jan-2017","Dec-2016","784","780","0","","1","INDIVIDUAL","","","","0","0","41166","1","3","0","2","13","35354","76","1","1","3118","67","14200","1","1","1","3","4117","7288","44.4","0","0","129","204","5","5","0","5","","5","","0","4","4","6","9","12","7","11","4","10","0","0","0","1","100","50","0","0","61054","41166","13100","46854"
"68527009","73416854","20000","20000","20000"," 36 months","  9.80%","643.47","B","B3","Manager","5 years","RENT","75000","Not Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68527009","","debt_consolidation","Debt consolidation","984xx","WA","23.45","0","May-1992","725","729","0","70","","14","0","7558","9.6%","26","w","14497.46","14497.46","7050.95","7050.95","5502.54","1548.41","0.0","0.0","0.0","Dec-2016","643.47","Jan-2017","Dec-2016","784","780","0","70","1","INDIVIDUAL","","","","0","0","40090","2","2","2","3","8","32532","84","3","5","1600","34","78900","0","2","0","8","2864","48533","5.9","0","0","159","283","4","4","1","4","","19","","2","5","10","7","8","11","12","13","10","14","0","0","0","5","92.3","0","0","0","117477","40090","51600","38577"
"68476714","73366560","3600","3600","3600"," 36 months"," 11.48%","118.68","B","B5","Systems Administrator","< 1 year","MORTGAGE","85000","Source Verified","Dec-2015","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=68476714","","debt_consolidation","Debt consolidation","220xx","VA","17.44","0","Apr-1994","675","679","2","","81","12","1","6952","28.7%","23","w","2627.74","2627.74","1299.74","1299.74","972.26","327.48","0.0","0.0","0.0","Dec-2016","118.68","Jan-2017","Dec-2016","709","705","0","","1","INDIVIDUAL","","","","0","194","407032","0","3","1","3","9","35380","82","0","1","4288","63","24200","2","1","8","4","33919","15532","29.4","0","0","260","129","16","9","1","16","","1","","0","3","4","7","10","8","8","14","4","12","0","0","0","1","100","28.6","1","0","457315","42332","22000","43306"
